ID,Address,Name,Gender,Age,Average Dollar,Latitude,Longitude
490,"106 Spring Ridge DR Roswell, GA 30076",Larae Malone,female,49,208,34.0231766634,-84.2923864882
491,"2437 Club Springs DR Roswell, GA 30076",Julius Ryan,male,52,241,34.0225956554,-84.2862252476
492,"10015 Fairway Village DR Roswell, GA 30076",Carmelina Vang,female,41,484,34.0240256292,-84.28848043
493,"447 Spring Ridge TRCE Roswell, GA 30076",Ellamae Perkins,female,5,439,34.0182636107,-84.2930413657
494,"1143 Atherton PARK Roswell, GA 30076",Carlos Strickland,male,50,644,34.0218149794,-84.2905332889
495,"635 Springview CT Roswell, GA 30076",Earlean Klein,female,40,493,34.0179725221,-84.2969796549
496,"820 Lake Forest PASS Roswell, GA 30076",Claudie Stephens,female,30,156,34.0202864151,-84.2995141672
497,"137 Spring Ridge DR Roswell, GA 30076",Waldo Gilliam,male,19,505,34.0223261142,-84.2933490413
498,"642 Ridgemont DR Roswell, GA 30076",Damon Elliott,male,68,435,34.0187906679,-84.2981606393
499,"2438 Camden Glen CT Roswell, GA 30076",Claud Weber,male,38,382,34.030378223,-84.2874869564
500,"564 Wood Valley TRCE Roswell, GA 30076",Karoline Burke,female,24,429,34.0206527105,-84.2982940636
501,"116 Lakeland WAY Roswell, GA 30076",Bruce Villarreal,male,64,802,34.0197962452,-84.2993875706
502,"841 Lake Forest PASS Roswell, GA 30076",Brenton Patel,male,9,286,34.0199288553,-84.299380794
503,"547 Ridgemont DR Roswell, GA 30076",Glennie Maynard,female,42,610,34.0172259285,-84.2979977978
504,"758 Springview CT Roswell, GA 30076",Guadalupe Ratliff,male,34,440,34.0164110557,-84.2977622574
505,"548 Ridgemont DR Roswell, GA 30076",Lynn Adkins,male,54,218,34.0173652109,-84.2979832659
506,"460 Spring Ridge DR Roswell, GA 30076",Edwardo Burnett,male,48,623,34.0220660794,-84.2952839341
507,"126 Spring Ridge TRCE Roswell, GA 30076",Everette Dickerson,male,10,429,34.0198242421,-84.2926698134
508,"632 Ridgemont DR Roswell, GA 30076",Taylor Mcintyre,male,57,205,34.0187093378,-84.2982882316
509,"9908 Terrace Lake PT Roswell, GA 30076",Kareen Nixon,female,17,326,34.0224359985,-84.2813217668
510,"9906 Fairway Village DR Roswell, GA 30076",Eugenie Richard,female,47,182,34.0230005894,-84.287160702
511,"336 Spring Ridge DR Roswell, GA 30076",Wilson Phillips,male,19,97,34.0188767307,-84.2968173461
512,"2517 Camden Glen CT Roswell, GA 30076",Babette Fitzgerald,female,62,221,34.0316044102,-84.2865369224
513,"614 Ridgemont DR Roswell, GA 30076",Lance Reynolds,male,53,358,34.0183909291,-84.2983120636
514,"410 Spring Ridge TRCE Roswell, GA 30076",Stephan Velasquez,male,37,85,34.017535605,-84.292666952
515,"1107 Atherton PARK Roswell, GA 30076",Harold Strickland,male,11,101,34.0219371384,-84.2903552064
516,"2447 Club Springs DR Roswell, GA 30076",Many Fitzgerald,female,51,142,34.0225654023,-84.286192208
517,"2442 Roxburgh DR Roswell, GA 30076",Willard Crawford,male,33,210,34.0302029366,-84.2884074478
518,"436 Spring Ridge TRCE Roswell, GA 30076",Buffy Castillo,female,43,136,34.0178151435,-84.2929786912
519,"748 Wood Valley TRCE Roswell, GA 30076",Rosendo Barnett,male,21,235,34.0223418909,-84.296499417
520,"123 Camellia WAY Roswell, GA 30076",Oren Ayers,male,56,617,34.0207940037,-84.2930691125
521,"620 Wood Valley TRCE Roswell, GA 30076",Derek Riggs,male,53,329,34.0219505415,-84.298283068
522,"453 Spring Ridge TRCE Roswell, GA 30076",Columbus King,male,46,201,34.0184151523,-84.2930645283
523,"2648 Camden Glen CT Roswell, GA 30076",Keiko Fitzgerald,female,11,179,34.0328433466,-84.2855117083
524,"2321 Club Springs DR Roswell, GA 30076",Thurman Conley,male,43,502,34.0229465916,-84.2866085069
525,"1210 Atherton PARK Roswell, GA 30076",Myrl Ford,female,57,272,34.021185758,-84.2908998753
526,"316 Spring Ridge TRCE Roswell, GA 30076",Kurtis Grimes,male,10,117,34.0176408286,-84.290211673
527,"9912 Terrace Lake PT Roswell, GA 30076",Reena Rosales,female,7,734,34.0224465257,-84.2813142474
528,"9910 Terrace Lake PT Roswell, GA 30076",Lupe Conner,male,7,276,34.0224142204,-84.2809646392
529,"248 Spring Ridge DR Roswell, GA 30076",Veronique Christian,female,39,194,34.0195495497,-84.2943787159
530,"9803 Terrace Lake PT Roswell, GA 30076",Ned Huff,male,47,188,34.0224519152,-84.2825160811
531,"607 Springview CT Roswell, GA 30076",Harold Riley,male,63,209,34.0184712456,-84.2966734789
532,"646 Ridgemont DR Roswell, GA 30076",Sachiko Jensen,female,27,122,34.0188245119,-84.2980806976
533,"104 Ridge WAY Roswell, GA 30076",Virgilio Burris,male,55,692,34.0183890545,-84.295248808
534,"626 Ridgemont DR Roswell, GA 30076",Emmanuel Le,male,18,544,34.0186149574,-84.2983120636
535,"9711 Terrace Lake PT Roswell, GA 30076",Alla Adams,female,59,272,34.0212948254,-84.28262223
536,"2338 Roxburgh DR Roswell, GA 30076",Sterling Fletcher,male,58,1100,34.0270541965,-84.2878734339
537,"325 Spring Ridge TRCE Roswell, GA 30076",Buck Lloyd,male,66,137,34.0176050886,-84.2904943179
538,"504 Spring Ridge DR Roswell, GA 30076",Scot Bush,male,42,291,34.0222122307,-84.2950228899
539,"531 Wood Valley TRCE Roswell, GA 30076",Dudley Benjamin,male,26,220,34.0200473898,-84.2977471054
540,"621 Springview CT Roswell, GA 30076",Herb Cooper,male,43,397,34.0181979674,-84.2969498905
541,"2226 Roxburgh DR Roswell, GA 30076",Dong Kramer,male,60,143,34.0239881039,-84.2859808095
542,"152 Ridge WAY Roswell, GA 30076",Emery Henry,male,38,174,34.017602229,-84.2943086883
543,"521 Spring Ridge DR Roswell, GA 30076",Harold Briggs,female,51,544,34.0221297379,-84.2947461506
544,"1229 Atherton PARK Roswell, GA 30076",Khalilah Ballard,female,66,430,34.0211795947,-84.2906563961
545,"518 Ridgemont DR Roswell, GA 30076",Gigi Carey,female,20,72,34.0169558861,-84.2974961023
546,"726 Springview CT Roswell, GA 30076",Marquitta Wilkinson,female,63,377,34.0165580733,-84.2974187388
547,"9913 Terrace Lake PT Roswell, GA 30076",Otha Osborne,male,20,969,34.0221294874,-84.2811649918
548,"224 Spring Ridge TRCE Roswell, GA 30076",Stevie Ford,male,38,660,34.0198853467,-84.2901188929
549,"126 Ridge WAY Roswell, GA 30076",Monte Lloyd,male,61,629,34.0179040019,-84.2950154534
550,"115 Spring Ridge DR Roswell, GA 30076",Edra Donovan,female,40,158,34.0229233014,-84.2926202466
551,"135 Ridge WAY Roswell, GA 30076",Eleonore Sweeney,female,38,626,34.0176000608,-84.2946897716
552,"9820 Terrace Lake PT Roswell, GA 30076",Larraine Moon,female,40,705,34.0225764605,-84.2823043951
553,"520 Wood Valley TRCE Roswell, GA 30076",Harold Valentine,female,13,493,34.0201462928,-84.2977365715
554,"9921 Terrace Lake PT Roswell, GA 30076",Jenae Rocha,female,57,236,34.0221324875,-84.2811454913
555,"2303 Club Springs DR Roswell, GA 30076",Curtis Cline,male,66,475,34.0230010473,-84.2866679782
556,"102 Spring Ridge CT Roswell, GA 30076",Shaun Molina,female,41,54,34.0211621462,-84.2938430684
557,"1102 Atherton PARK Roswell, GA 30076",Manuel Carpenter,male,40,392,34.0220473229,-84.2902645623
558,"530 Ridgemont DR Roswell, GA 30076",Armand Mccarthy,male,16,49,34.0173388168,-84.2980316766
559,"10042 Fairway Village DR Roswell, GA 30076",Trudi Townsend,female,48,128,34.0246115064,-84.2888066626
560,"236 Spring Ridge CT Roswell, GA 30076",Loyd Hansen,male,7,164,34.0203687965,-84.2952646917
561,"648 Ridgemont DR Roswell, GA 30076",Maxwell Wilkinson,male,34,354,34.0188414338,-84.2980407268
562,"146 Spring Ridge CT Roswell, GA 30076",Dorsey Booker,male,46,349,34.0212132401,-84.2944922845
563,"2417 Club Springs DR Roswell, GA 30076",Jess Mendoza,male,28,220,34.0226561617,-84.2862913268
564,"9947 Terrace Lake PT Roswell, GA 30076",Timothy Burgess,male,56,395,34.0221409269,-84.281083837
565,"2549 Camden Glen CT Roswell, GA 30076",Maye Mayer,female,42,593,34.0319415686,-84.2862477777
566,"614 Wood Valley TRCE Roswell, GA 30076",Twana Beck,female,47,658,34.0218114423,-84.2983020361
567,"2229 Roxburgh DR Roswell, GA 30076",Roland Elliott,male,31,190,34.0241779613,-84.2860711816
568,"840 Lake Forest PASS Roswell, GA 30076",Eli Goff,male,56,540,34.0200146945,-84.2992908672
569,"643 Wood Valley TRCE Roswell, GA 30076",Jama Curry,female,63,405,34.0223525541,-84.2981163515
570,"344 Spring Ridge DR Roswell, GA 30076",Reagan Marquez,female,19,404,34.0191044992,-84.2969526354
571,"330 Spring Ridge TRCE Roswell, GA 30076",Lucio Simmons,male,36,194,34.0174894418,-84.2905012802
572,"507 Ridgemont DR Roswell, GA 30076",Kristle Bates,female,21,559,34.0166936746,-84.2974293068
573,"103 Spring Ridge TRCE Roswell, GA 30076",Lavera Bond,female,31,251,34.0197872367,-84.2940601294
574,"508 Spring Ridge DR Roswell, GA 30076",Rudolf Mercado,male,42,687,34.0222395521,-84.294945948
575,"609 Springview CT Roswell, GA 30076",Ezekiel Floyd,male,45,122,34.018432086,-84.2967126386
576,"565 Wood Valley TRCE Roswell, GA 30076",Maxwell Ochoa,male,24,236,34.0207929745,-84.2983871785
577,"318 Spring Ridge DR Roswell, GA 30076",Son Cortez,female,8,603,34.0184823321,-84.2961788101
578,"2535 Camden Glen CT Roswell, GA 30076",Randee Knowles,female,62,206,34.0318496267,-84.286568832
579,"604 Wood Valley TRCE Roswell, GA 30076",Katlyn Macias,female,44,219,34.0215864971,-84.2983010378
580,"645 Fourth Fairway DR Roswell, GA 30076",Anya Baxter,female,67,234,33.9795848069,-84.2828705099
581,"430 Fourth Fairway DR Roswell, GA 30076",Carolyne Peters,female,9,223,33.9815967444,-84.2816073589
582,"8305 Riverbirch DR Roswell, GA 30076",Emanuel Campos,male,55,474,33.981915053,-84.2824251674
583,"8535 Riverbirch DR Roswell, GA 30076",Hiedi Hancock,female,69,697,33.9851326426,-84.2817994742
584,"8138 Overview CT Roswell, GA 30076",Edward Ochoa,female,6,424,33.9795812645,-84.2801887637
585,"2704 Misty Morning LN Roswell, GA 30076",Dorotha Alexander,female,34,578,33.9873715816,-84.2850523881
586,"106 Lazy Laurel Chase Roswell, GA 30076",Arnold Lynch,male,40,218,33.9891623464,-84.2805802887
587,"2537 The Fifth Fairway Roswell, GA 30076",Chanelle Wiggins,female,6,576,33.9778740562,-84.2854138507
588,"8511 Steeple Chase DR Roswell, GA 30076",Georgianne Kane,female,32,426,33.9861587596,-84.2898480836
589,"300 Foliage CT Roswell, GA 30076",Numbers Ellison,female,28,562,33.9811983443,-84.2787632756
590,"316 Seventeenth Fairway Roswell, GA 30076",Barry Conrad,male,53,714,33.9835661795,-84.2827844521
591,"21 Lazy Laurel Close Roswell, GA 30076",Marielle Peck,female,45,612,33.9890552563,-84.2804589824
592,"2573 Whisper Wind CT Roswell, GA 30076",Andera James,female,54,458,33.9882362954,-84.2848510653
593,"105 Lazy Laurel Chase Roswell, GA 30076",Carlo Valencia,male,53,466,33.9891819029,-84.2804884198
594,"8415 Riverbirch DR Roswell, GA 30076",Antone Nash,male,27,224,33.9843477957,-84.2816875099
595,"8571 Steeple Chase DR Roswell, GA 30076",Celinda Bell,female,29,769,33.9881088805,-84.2906390686
596,"2535 Whisper Wind CT Roswell, GA 30076",Truman York,male,8,564,33.9880047399,-84.2857880821
597,"624 Winnmark DR Roswell, GA 30076",Evia Chambers,female,49,211,33.9828793955,-84.2860349065
598,"2402 The Fifth Fairway Roswell, GA 30076",Jerry Scott,male,17,404,33.9782661469,-84.2865565235
599,"305 Banyon Brook PT Roswell, GA 30076",Kina James,female,38,363,33.9890257595,-84.2832121026
600,"216 Seventeenth Fairway Roswell, GA 30076",Alvin Roberts,male,13,608,33.9823520367,-84.2827364172
601,"2 Lazy Laurel Close Roswell, GA 30076",Reda Torres,female,33,576,33.9890495176,-84.2805737563
602,"214 Shadowledge LN Roswell, GA 30076",Virgil Mathews,male,8,477,33.9883899359,-84.2817446798
603,"8500 Olde Pacer Pointe Roswell, GA 30076",Beverlee Patterson,female,62,91,33.9883637378,-84.2853266892
604,"400 Dogleg CT Roswell, GA 30076",Walter Goodwin,male,45,700,33.9804869458,-84.2814840542
605,"8429 Riverbirch DR Roswell, GA 30076",Cruz Wiley,male,30,744,33.9844307158,-84.2817048892
606,"539 Fourth Fairway DR Roswell, GA 30076",Leonardo Leblanc,male,5,221,33.9805814942,-84.2816167804
607,"200 Back Tee CT Roswell, GA 30076",Brian Green,female,23,693,33.98120481,-84.2849373301
608,"138 Willow Brook DR Roswell, GA 30076",Dotty Tyler,female,49,90,33.9844588255,-84.280906833
609,"8627 Haven Wood TRL Roswell, GA 30076",Josh Donaldson,male,37,735,33.9886217836,-84.2813865011
610,"200 Nestor CT Roswell, GA 30076",Chan House,female,65,434,33.9817083522,-84.2805612376
611,"400 Tapestry TRL Roswell, GA 30076",Chaya Valentine,female,62,62,33.9896325334,-84.2837740335
612,"340 Banyon Brook PT Roswell, GA 30076",Graig Britt,male,45,313,33.9893693547,-84.2847620567
613,"329 Seventeenth Fairway Roswell, GA 30076",Philip Jennings,male,9,130,33.9836707692,-84.282702756
614,"518 Fourth Fairway DR Roswell, GA 30076",Wenona Mcfadden,female,63,614,33.9798393538,-84.2815615408
615,"2661 Misty Morning LN Roswell, GA 30076",Ira Stuart,male,28,644,33.9869623671,-84.2857951673
616,"8109 Overview CT Roswell, GA 30076",Rubi Maddox,female,39,463,33.9792832184,-84.2803133538
617,"8611 Haven Wood TRL Roswell, GA 30076",Scott Salas,female,11,720,33.9885757204,-84.2815885228
618,"216 Shadowledge LN Roswell, GA 30076",Palmer Summers,male,7,200,33.9883685137,-84.2817453099
619,"8143 Overview CT Roswell, GA 30076",Elin Velasquez,female,54,500,33.9795109755,-84.2800785789
620,"8608 Haven Wood TRL Roswell, GA 30076",Claude Mullins,female,5,526,33.988787243,-84.2823695399
621,"700 Winnmark CT Roswell, GA 30076",Lamar O'donnell,male,39,97,33.9831094105,-84.2871633955
622,"8467 Haven Wood TRL Roswell, GA 30076",Everette Golden,male,11,372,33.9864449506,-84.282185965
623,"2416 Village On The GRN Roswell, GA 30076",Justa Daniel,female,24,245,33.9784838272,-84.2870550651
624,"2415 The Fifth Fairway Roswell, GA 30076",Kelly Richards,male,37,254,33.9780977293,-84.2865489863
625,"2605 Satinwood DR Roswell, GA 30076",Selene Calderon,female,39,436,33.9812134822,-84.2815276022
626,"327 Banyon Brook PT Roswell, GA 30076",Denita Butler,female,62,200,33.9892721979,-84.2834181558
627,"8171 Overview CT Roswell, GA 30076",Micheal Ellison,male,55,486,33.9797378666,-84.2799012399
628,"500 Approach CT Roswell, GA 30076",Daniell Craft,female,67,212,33.9791515896,-84.2817973355
629,"219 Seventeenth Fairway Roswell, GA 30076",Edgardo Webb,male,34,298,33.9823039704,-84.2826241118
630,"129 Lazy Laurel Chase Roswell, GA 30076",Darrell Warner,male,19,436,33.9895998349,-84.2808421955
631,"8621 Haven Wood TRL Roswell, GA 30076",Truman Vasquez,male,61,474,33.9885990782,-84.2814658945
632,"200 Sandtrap WAY Roswell, GA 30076",Sherman O'donnell,male,30,297,33.9828806489,-84.2828748157
633,"2438 Village On The GRN Roswell, GA 30076",Ivory Patel,male,38,341,33.9784569225,-84.2869575355
634,"2441 The Fifth Fairway Roswell, GA 30076",Linwood Alvarado,male,7,437,33.9779418637,-84.2863807499
635,"2601 Satinwood DR Roswell, GA 30076",Ian Chase,male,19,213,33.9812106286,-84.2815592778
636,"100 Belmont PL Roswell, GA 30076",Georgeann Middleton,female,19,292,33.9895722059,-84.279068695
637,"100 Major CT Roswell, GA 30076",Seymour Mcintyre,male,62,652,33.9817832762,-84.2826918529
638,"2612 Misty Morning LN Roswell, GA 30076",Curtis Keith,male,36,477,33.9871297785,-84.2866800105
639,"210 Shadowledge LN Roswell, GA 30076",Dewitt Fernandez,male,68,405,33.9880643752,-84.2817993915
640,"8528 Riverbirch DR Roswell, GA 30076",Vernia Harvey,female,50,325,33.9850419717,-84.2818875458
641,"8117 Riverbirch DR Roswell, GA 30076",Buster Reyes,male,14,325,33.9774054108,-84.2872015665
642,"2600 Hazy Hollow RUN Roswell, GA 30076",Khalilah Ruiz,female,45,89,33.9858986314,-84.286203482
643,"2711 Satinwood DR Roswell, GA 30076",Jarvis Mcknight,male,33,401,33.9813218656,-84.2806941517
644,"8445 Riverbirch DR Roswell, GA 30076",Lacresha Nielsen,female,55,292,33.9850636867,-84.2817988572
645,"45 Lazy Laurel Close Roswell, GA 30076",Brooks Clayton,male,42,271,33.9890552563,-84.2804589824
646,"312 Banyon Brook PT Roswell, GA 30076",Palmer Gutierrez,male,7,249,33.9891721157,-84.2835057043
647,"216 Merritt DR Roswell, GA 30076",Antwan Mckee,male,23,329,33.9832232171,-84.2809635515
648,"2479 The Fifth Fairway Roswell, GA 30076",Mozell Case,female,68,188,33.9778348252,-84.2859816029
649,"8342 Riverbirch DR Roswell, GA 30076",Sal Lane,male,69,225,33.982661513,-84.2812898793
650,"8102 Riverbirch DR Roswell, GA 30076",Arnoldo Joyce,male,53,129,33.9773248811,-84.2874072922
651,"550 Fourth Fairway DR Roswell, GA 30076",Randy Rosario,male,59,225,33.9794046799,-84.2816513839
652,"2530 Links End Roswell, GA 30076",Aleisha Castro,female,20,453,33.9791314297,-84.2854301826
653,"8139 Riverbirch DR Roswell, GA 30076",Alvin Mullen,male,15,348,33.977710689,-84.2869851192
654,"8114 Riverbirch DR Roswell, GA 30076",Gayle Marshall,male,33,251,33.9777530635,-84.2871037038
655,"8374 Riverbirch DR Roswell, GA 30076",Roger Morrow,male,39,404,33.9834792025,-84.2814754842
656,"2541 Links End Roswell, GA 30076",Domitila Molina,female,26,527,33.9789668489,-84.2854133801
657,"137 Willow Brook DR Roswell, GA 30076",Glenn Barnett,female,65,371,33.9843186855,-84.280898231
658,"495 Dogleg CT Roswell, GA 30076",Toby Coffey,male,63,605,33.9804869458,-84.2812709198
659,"8280 Overview CT Roswell, GA 30076",Ashanti Kim,female,9,354,33.9816811948,-84.2787683936
660,"2518 Whisper Wind CT Roswell, GA 30076",Kaila Sheppard,female,37,280,33.9880932322,-84.2861856427
661,"2434 Village On The GRN Roswell, GA 30076",Vanna Ellison,female,69,553,33.9784618143,-84.2869752682
662,"1 Lake Villa DR Roswell, GA 30076",Newton Schmidt,male,47,191,33.9863435067,-84.289598072
663,"8298 Overview CT Roswell, GA 30076",Lorenzo Pollard,male,28,589,33.9813396852,-84.2788815685
664,"2537 Steeple Chase DR Roswell, GA 30076",Carmelo Mayer,male,23,318,33.9851154249,-84.2869531962
665,"8288 Riverbirch DR Roswell, GA 30076",Jess Knowles,male,26,814,33.9820373493,-84.283072091
666,"2606 Satinwood DR Roswell, GA 30076",Stewart Holden,male,58,129,33.9813521612,-84.2815223555
667,"2514 Whisper Wind CT Roswell, GA 30076",Galen Guerra,male,29,820,33.9880994723,-84.2863104437
668,"2714 Hazy Hollow RUN Roswell, GA 30076",Warren Jenkins,male,20,344,33.9857135026,-84.2839488187
669,"8530 Riverbirch DR Roswell, GA 30076",Eliana Riley,female,28,500,33.9850542206,-84.281893262
670,"8607 Steeple Chase DR Roswell, GA 30076",Sergio Kline,male,5,88,33.9886977897,-84.29120692
671,"8245 Overview CT Roswell, GA 30076",Shon Mejia,male,62,624,33.9807126342,-84.2790946405
672,"2668 Misty Morning LN Roswell, GA 30076",Napoleon Noble,male,13,587,33.9871276112,-84.2856433321
673,"8421 Riverbirch DR Roswell, GA 30076",Roni Blackburn,female,27,476,33.9843861308,-84.281696295
674,"8137 Overview CT Roswell, GA 30076",Krishna Herrera,female,52,715,33.9794700967,-84.2801239011
675,"8433 Riverbirch DR Roswell, GA 30076",Percy Bryant,male,29,325,33.9844566311,-84.2817076659
676,"2741 Hazy Hollow RUN Roswell, GA 30076",Donnie Pugh,male,12,52,33.9854607508,-84.2834445263
677,"2607 Satinwood DR Roswell, GA 30076",Alejandrina Gould,female,44,146,33.9812149091,-84.2815117644
678,"622 Winnmark DR Roswell, GA 30076",Patrina Palmer,female,68,637,33.982932584,-84.2860216094
679,"351 Banyon Brook PT Roswell, GA 30076",Manda Buckley,female,30,728,33.9893853731,-84.2839082018
680,"325 Seventeenth Fairway Roswell, GA 30076",Maile Mcclure,female,43,74,33.9843944166,-84.2829415749
681,"8520 Riverbirch DR Roswell, GA 30076",Nathanael Finch,male,13,523,33.9850080223,-84.2818796035
682,"8409 Haven Wood TRL Roswell, GA 30076",Euna Pugh,female,27,82,33.9862885926,-84.2816713889
683,"106 Willow Brook DR Roswell, GA 30076",Stephen Shields,male,26,309,33.984298502,-84.281538104
684,"8526 Riverbirch DR Roswell, GA 30076",Rafael Waller,male,12,294,33.9850297228,-84.2818818297
685,"8600 Haven Wood TRL Roswell, GA 30076",Jessika Maynard,female,36,375,33.9889018024,-84.2827595673
686,"2643 Links End Roswell, GA 30076",Sung Doyle,female,57,450,33.9783004937,-84.2844816203
687,"8618 Haven Wood TRL Roswell, GA 30076",Marica Burnett,female,34,657,33.9886953898,-84.2819465524
688,"8103 Riverbirch DR Roswell, GA 30076",Elias Fleming,male,7,721,33.9772111428,-84.2873393056
689,"626 Winnmark DR Roswell, GA 30076",Gudrun Velazquez,female,14,135,33.9828306918,-84.2860469134
690,"8609 Haven Wood TRL Roswell, GA 30076",Na White,female,15,294,33.9885710489,-84.2816130485
691,"2707 Hazy Hollow RUN Roswell, GA 30076",Nicholas Mccullough,male,33,264,33.9856890541,-84.284157586
692,"8519 Steeple Chase DR Roswell, GA 30076",So Mercer,female,31,441,33.9863067956,-84.2901968431
693,"8246 Overview CT Roswell, GA 30076",Launa Benson,female,28,322,33.980680522,-84.2792684233
694,"8332 Riverbirch DR Roswell, GA 30076",Voncile Washington,female,45,658,33.9824398073,-84.2813849867
695,"130 Willow Brook DR Roswell, GA 30076",Melissia Castaneda,female,6,654,33.9849801202,-84.2807166684
696,"8424 Riverbirch DR Roswell, GA 30076",Tanja Espinoza,female,41,430,33.9843744853,-84.2818123878
697,"306 Banyon Brook PT Roswell, GA 30076",Kelly Frank,male,58,519,33.9890692473,-84.2833770033
698,"218 Seventeenth Fairway Roswell, GA 30076",Jaquelyn Watson,female,24,518,33.9823904026,-84.2827341604
699,"2740 Satinwood DR Roswell, GA 30076",Jacquelyne Moran,female,15,327,33.9811980716,-84.2800451315
700,"343 Banyon Brook PT Roswell, GA 30076",Archie Fox,male,55,201,33.9893798178,-84.283649572
701,"2618 Links End Roswell, GA 30076",Jacques Shepard,male,20,465,33.9785500539,-84.2846511513
702,"208 Merritt DR Roswell, GA 30076",Bret Foley,male,36,466,33.9832074042,-84.2810787597
703,"239 Merritt DR Roswell, GA 30076",Dick Clements,male,18,71,33.9831306411,-84.2806280536
704,"641 Winnmark DR Roswell, GA 30076",Debera Hoover,female,36,308,33.9825791384,-84.2861945638
705,"2636 Satinwood DR Roswell, GA 30076",Shaquana Hendrix,female,33,770,33.9813743563,-84.2812759898
706,"323 Seventeenth Fairway Roswell, GA 30076",Numbers Hickman,female,9,531,33.9836129071,-84.2826759214
707,"8422 Riverbirch DR Roswell, GA 30076",Garret Tran,male,31,459,33.9843615766,-84.2818094296
708,"8107 Riverbirch DR Roswell, GA 30076",Mike Shepard,male,69,472,33.9772666479,-84.2872999516
709,"147 Lazy Laurel Chase Roswell, GA 30076",Rob Callahan,male,43,104,33.989835575,-84.2812421791
710,"2741 Satinwood DR Roswell, GA 30076",Nathanial Terrell,male,47,489,33.9811346234,-84.2801636505
711,"8629 Steeple Chase DR Roswell, GA 30076",Madie Valdez,female,56,62,33.9893484688,-84.291400289
712,"634 Fourth Fairway DR Roswell, GA 30076",Marcene Rodgers,female,29,441,33.9794178446,-84.282836128
713,"115 Lazy Laurel Chase Roswell, GA 30076",Clemmie Sandoval,female,5,428,33.9892924374,-84.280546426
714,"8508 Steeple Chase DR Roswell, GA 30076",Lakia Graves,female,14,642,33.9859921948,-84.2897509957
715,"545 Fourth Fairway DR Roswell, GA 30076",Alberto Delaney,male,36,511,33.9805350821,-84.2816149954
716,"2647 Misty Morning LN Roswell, GA 30076",Calista Le,female,26,515,33.9869388628,-84.2860671644
717,"8230 Riverbirch DR Roswell, GA 30076",Alfonso Moreno,male,59,88,33.9816516689,-84.2844680923
718,"336 Banyon Brook PT Roswell, GA 30076",Olen Lyons,male,35,463,33.9892381408,-84.2839729596
719,"2406 Steeple Chase DR Roswell, GA 30076",Lester Wells,male,30,269,33.9854593194,-84.2871374551
720,"625 Fourth Fairway DR Roswell, GA 30076",Pia Rojas,female,7,184,33.9801004205,-84.2834581004
721,"8210 Riverbirch DR Roswell, GA 30076",Thalia Cleveland,female,51,145,33.9808983371,-84.285349026
722,"2701 Hazy Hollow RUN Roswell, GA 30076",Leland Patton,male,25,468,33.9857539052,-84.2842629691
723,"205 Shadowledge LN Roswell, GA 30076",Magaret Hyde,female,9,47,33.9885004249,-84.2818563684
724,"2728 Satinwood DR Roswell, GA 30076",Tonita Woodward,female,9,457,33.9813312564,-84.2802268973
725,"2412 The Fifth Fairway Roswell, GA 30076",Bernardo Wheeler,male,31,703,33.9782092043,-84.2864843962
726,"458 Fourth Fairway DR Roswell, GA 30076",Gianna Flores,female,42,437,33.9810085443,-84.2815503748
727,"2533 Steeple Chase DR Roswell, GA 30076",Cassi Heath,female,46,41,33.9851228222,-84.2869649856
728,"8101 Riverbirch DR Roswell, GA 30076",Willard Roy,male,25,484,33.9771833902,-84.2873589827
729,"133 Willow Brook DR Roswell, GA 30076",Hyman Meyer,male,27,425,33.9842902223,-84.280974726
730,"2444 Village On The GRN Roswell, GA 30076",Hal Stanton,male,17,613,33.9784495849,-84.2869309365
731,"2506 Links End Roswell, GA 30076",Jasper Christensen,male,41,455,33.9792712704,-84.2856624181
732,"231 Merritt DR Roswell, GA 30076",Hyo James,female,57,372,33.9831148282,-84.2807432618
733,"347 Seventeenth Fairway Roswell, GA 30076",Domenic Rodriquez,male,51,90,33.983839449,-84.2827688967
734,"8278 Overview CT Roswell, GA 30076",Timmy Chan,male,15,820,33.9812472243,-84.2788913012
735,"8535 Haven Wood TRL Roswell, GA 30076",Margene Bentley,female,45,835,33.987710295,-84.2834108316
736,"8162 Overview CT Roswell, GA 30076",Camila Spears,female,34,189,33.9797555105,-84.2800402272
737,"8317 Riverbirch DR Roswell, GA 30076",Cristopher Mcconnell,male,58,491,33.9819219877,-84.2821927217
738,"8503 Riverbirch DR Roswell, GA 30076",Clemmie Cobb,female,56,292,33.9849093027,-84.2817510353
739,"8221 Riverbirch DR Roswell, GA 30076",Bryce Russo,male,23,589,33.9806447082,-84.2853628514
740,"303 Merritt DR Roswell, GA 30076",Alethea Valencia,female,42,330,33.9837009114,-84.2799831904
741,"2520 Links End Roswell, GA 30076",Willard Hanson,male,41,455,33.9791896967,-84.2855269474
742,"210 Willow Brook DR Roswell, GA 30076",Moshe Blake,male,17,507,33.9855979545,-84.2797667058
743,"8320 Riverbirch DR Roswell, GA 30076",Alex Lewis,female,50,567,33.9821646165,-84.2816741688
744,"2483 The Fifth Fairway Roswell, GA 30076",Lorina Cummings,female,51,312,33.977838323,-84.2859420779
745,"2463 The Fifth Fairway Roswell, GA 30076",Keith Roach,male,7,390,33.9778515298,-84.2861575419
746,"246 Seventeenth Fairway Roswell, GA 30076",Arthur Stewart,male,13,522,33.9829765709,-84.2825856349
