Address,Name,Gender,Age,Latitude,Longitude
"9779 Terrace Lake PT Roswell, GA 30076",Toney Workman,male,32,34.02201523704149,-84.28303194155336
"124 Spring Ridge CT Roswell, GA 30076",Domenica Guzman,female,55,34.02121313625611,-84.29417705353156
"649 Wood Valley TRCE Roswell, GA 30076",Antonia Mcmillan,male,23,34.02249984566337,-84.29795155272204
"705 Lake Forest PASS Roswell, GA 30076",Albert Payne,female,6,34.022176712995694,-84.30002230350848
"143 Spring Ridge TRCE Roswell, GA 30076",Rex Kent,male,30,34.01985697991117,-84.29210825340559
"203 Spring Ridge DR Roswell, GA 30076",Cordell Heath,male,39,34.02069120395005,-84.29386467851738
"2516 Club Springs DR Roswell, GA 30076",Sherilyn Dyer,female,13,34.02209189924175,-84.28564648864796
"702 Lake Forest PASS Roswell, GA 30076",Scot Hines,male,58,34.02238450968719,-84.30029348902886
"113 Camellia WAY Roswell, GA 30076",Jon Anthony,female,52,34.02080114335133,-84.29298611380399
"1118 Atherton PARK Roswell, GA 30076",Enrique Flores,male,59,34.022111979393806,-84.29046775596301
"739 Wood Valley TRCE Roswell, GA 30076",Freddie Munoz,male,57,34.02249633334089,-84.2962748508855
"2302 Club Springs DR Roswell, GA 30076",Tamala Nunez,female,5,34.02309392381176,-84.28658305603973
"2546 Club Springs DR Roswell, GA 30076",Shantelle Pollard,female,24,34.02143362684546,-84.28532308664498
"747 Wood Valley TRCE Roswell, GA 30076",Neville Moreno,male,13,34.02234491022938,-84.29636052448805
"634 Springview CT Roswell, GA 30076",Kip Duncan,male,36,34.01805480271284,-84.29715531290472
"2618 Club Springs DR Roswell, GA 30076",Merle Pate,male,21,34.0213295430437,-84.28419822575812
"349 Spring Ridge DR Roswell, GA 30076",Sudie Frederick,female,42,34.019266639143844,-84.29689724824097
"111 Lakeland WAY Roswell, GA 30076",Shane Stout,male,39,34.01973757303632,-84.29927399300576
"9721 Terrace Lake PT Roswell, GA 30076",Renaldo Sweeney,male,41,34.02132196641232,-84.28273464148349
"2215 Roxburgh DR Roswell, GA 30076",Damien Hampton,male,33,34.023685691672746,-84.28615934196988
"104 Spring Ridge TRCE Roswell, GA 30076",Vanita Whitney,female,30,34.019908443806784,-84.29395839345219
"165 Spring Ridge DR Roswell, GA 30076",Fermin Castro,male,44,34.021555940604344,-84.29365750739231
"1109 Atherton PARK Roswell, GA 30076",Saul Reed,male,39,34.021945260271224,-84.29037754152209
"642 Wood Valley TRCE Roswell, GA 30076",Heike Harris,female,14,34.022375326012344,-84.29790116908629
"268 Spring Ridge TRCE Roswell, GA 30076",Dorian Holt,male,19,34.01882332029744,-84.2900670344322
"702 Springview CT Roswell, GA 30076",Jetta Trevino,female,53,34.01686942725564,-84.29689424939167
"333 Spring Ridge DR Roswell, GA 30076",Austin Hardy,male,10,34.018848777619176,-84.29664259447641
"1129 Atherton PARK Roswell, GA 30076",Kary Welch,female,55,34.021948665183785,-84.2904755929879
"9727 Terrace Lake PT Roswell, GA 30076",Towanda Henry,female,32,34.02134109893439,-84.28280351856296
"2531 Roxburgh DR Roswell, GA 30076",Michal Lawson,female,30,34.03281491600345,-84.28864168217945
"601 Ridgemont DR Roswell, GA 30076",Ruben Acosta,male,27,34.01812956280931,-84.29842693638794
"2425 Camden Glen CT Roswell, GA 30076",Dan Lindsey,female,30,34.03015299510468,-84.28780002286909
"642 Ridgemont DR Roswell, GA 30076",Katrice Norton,female,36,34.01879066792804,-84.29816063928757
"2442 Club Springs DR Roswell, GA 30076",Ed Brooks,male,58,34.02267461554541,-84.28612512727517
"2226 Roxburgh DR Roswell, GA 30076",Julian Herman,female,44,34.023988103899256,-84.28598080951772
"2448 Camden Glen CT Roswell, GA 30076",Johnny Hyde,male,13,34.030494022317924,-84.28729811847387
"330 Spring Ridge TRCE Roswell, GA 30076",Temika Gomez,female,10,34.01748944183177,-84.29050128016631
"323 Spring Ridge DR Roswell, GA 30076",Eldridge Gutierrez,male,36,34.01864885642905,-84.29632142951394
"140 Spring Ridge DR Roswell, GA 30076",Gaylord Holman,male,24,34.02213864778699,-84.29332128792794
"609 Wood Valley TRCE Roswell, GA 30076",Roselia Burke,female,43,34.021585452873595,-84.29841590721269
"703 Springview CT Roswell, GA 30076",Carey Willis,male,42,34.0164873029439,-84.29729761888541
"723 Springview CT Roswell, GA 30076",Bibi Wagner,female,49,34.01636797304305,-84.29746353744679
"548 Spring Ridge DR Roswell, GA 30076",Tyree Stevens,male,13,34.022257135162,-84.29426256922153
"500 Ridgemont DR Roswell, GA 30076",Lewis Wood,male,34,34.01680400389514,-84.29739821896831
"232 Spring Ridge TRCE Roswell, GA 30076",Lavette Alvarez,female,60,34.01968438687834,-84.29005232802234
"627 Springview CT Roswell, GA 30076",Chong Mcgee,male,43,34.018084082154715,-84.29704941226206
"9901 Terrace Lake PT Roswell, GA 30076",Isaac Blevins,male,60,34.02215388321638,-84.28123674491721
"127 Camellia WAY Roswell, GA 30076",Arianna O'connor,female,65,34.020791147809966,-84.29310231197243
"235 Spring Ridge DR Roswell, GA 30076",Ellis Harrington,male,10,34.020053884269096,-84.29431410716121
"2409 Club Springs DR Roswell, GA 30076",Queenie Payne,female,30,34.02268036416519,-84.28631775846141
"516 Ridgemont DR Roswell, GA 30076",Jeni Alexander,female,28,34.01692580229621,-84.29746954394817
"629 Ridgemont DR Roswell, GA 30076",Anneliese Guerra,female,67,34.01866706700507,-84.29842011253815
"2541 Club Springs DR Roswell, GA 30076",Elroy Sparks,male,51,34.02144951240761,-84.28551154796631
"106 Spring Ridge TRCE Roswell, GA 30076",Leonel Sargent,male,27,34.01988438030577,-84.29382203361314
"2306 Club Springs DR Roswell, GA 30076",Tova Russo,female,53,34.023081943575576,-84.28656997236075
"749 Lake Forest PASS Roswell, GA 30076",Matthew O'neal,male,24,34.02167991414391,-84.29951567178374
"122 Spring Ridge CT Roswell, GA 30076",Shea Hammond,female,19,34.02120850079337,-84.29414669125063
"431 Spring Ridge TRCE Roswell, GA 30076",Criselda Stout,female,7,34.01786561100892,-84.2928685304006
"210 Spring Ridge TRCE Roswell, GA 30076",Kenton Yates,male,64,34.020061824888785,-84.29033143877335
"534 Spring Ridge DR Roswell, GA 30076",Caleb Ratliff,male,29,34.022275940450356,-84.2945069980981
"1322 Atherton PARK Roswell, GA 30076",Omer Mendoza,male,13,34.021405049546026,-84.29010657816664
"139 Lakeland WAY Roswell, GA 30076",Louis Vargas,male,40,34.019625295500134,-84.29937504278833
"817 Lake Forest PASS Roswell, GA 30076",Edmundo Lara,male,40,34.02025461010952,-84.29965791815161
"631 Springview CT Roswell, GA 30076",Georgiann Blanchard,female,24,34.018043503625776,-84.29703017404341
"509 Ridgemont DR Roswell, GA 30076",Owen Bolton,male,50,34.01672375846645,-84.29745586516262
"372 Spring Ridge DR Roswell, GA 30076",Oralee Gilbert,female,62,34.02013885311375,-84.29685627950687
"2640 Camden Glen CT Roswell, GA 30076",Alleen Booth,female,38,34.03285188317259,-84.28544985694488
"2428 Camden Glen CT Roswell, GA 30076",Brett Hyde,female,32,34.030304942905325,-84.28770218430711
"2534 Roxburgh DR Roswell, GA 30076",Scotty Castaneda,male,32,34.032846068473425,-84.28850008839301
"2307 Club Springs DR Roswell, GA 30076",Shanita Hardy,female,16,34.022988946006215,-84.28665476231411
"144 Spring Ridge TRCE Roswell, GA 30076",Claris Compton,female,31,34.01994816411764,-84.29227093925158
"103 Spring Ridge TRCE Roswell, GA 30076",Kanisha O'neill,female,57,34.01978723670027,-84.29406012942113
"1231 Atherton PARK Roswell, GA 30076",Shenna Fitzgerald,female,18,34.0211726777571,-84.29063348362392
"628 Ridgemont DR Roswell, GA 30076",Perry Howell,female,41,34.018636515977306,-84.29830809210303
"2514 Camden Glen CT Roswell, GA 30076",Olinda Singleton,female,44,34.031632744118234,-84.28665233492247
"2380 Roxburgh DR Roswell, GA 30076",Waneta Mosley,female,64,34.028202553882906,-84.28857243622149
"102 Spring Ridge TRCE Roswell, GA 30076",Veta Stevens,female,47,34.019932507307786,-84.29409475329123
"10048 Fairway Village DR Roswell, GA 30076",Lincoln Holmes,male,29,34.0247772841061,-84.28887047655357
"2548 Club Springs DR Roswell, GA 30076",Riley Haynes,male,9,34.021410666666235,-84.28529618416339
"2627 Camden Glen CT Roswell, GA 30076",Jona Stein,female,59,34.03275455860455,-84.28541759092052
"1148 Atherton PARK Roswell, GA 30076",Laronda Daniels,female,29,34.02180434107561,-84.29066612010014
"2433 Club Springs DR Roswell, GA 30076",Cassi Nielsen,female,25,34.02260775667318,-84.28623846343723
"2247 Roxburgh DR Roswell, GA 30076",Yulanda Riley,female,64,34.024809898049114,-84.28611057470667
"505 Ridgemont DR Roswell, GA 30076",Jacquie Slater,female,54,34.016663590798274,-84.29740274839305
"2448 Club Springs DR Roswell, GA 30076",Elenora Boyer,female,63,34.02265664519114,-84.28610550175671
"1302 Atherton PARK Roswell, GA 30076",Tanna Hansen,female,46,34.021298084270576,-84.29015089235219
"2643 Camden Glen CT Roswell, GA 30076",Eleanora Summers,female,18,34.032795820522416,-84.28536419314446
"566 Wood Valley TRCE Roswell, GA 30076",Seymour Shaw,male,23,34.02069937480712,-84.29829406363571
"241 Spring Ridge CT Roswell, GA 30076",Jonathan Joyner,male,55,34.02037330206852,-84.2953951677308
"2526 Club Springs DR Roswell, GA 30076",Winfred Levy,male,31,34.02185432797566,-84.285537372741
"2545 Camden Glen CT Roswell, GA 30076",Murray Blanchard,male,22,34.03202299526814,-84.28609360032324
"2447 Roxburgh DR Roswell, GA 30076",Mike Graham,female,14,34.03045365360248,-84.28858113452772
"828 Lake Forest PASS Roswell, GA 30076",Marquis Bolton,male,61,34.02017146632565,-84.29942932408595
"541 Ridgemont DR Roswell, GA 30076",Elanor Hunter,female,67,34.017170783784486,-84.29789151027317
"138 Spring Ridge TRCE Roswell, GA 30076",Keiko Dyer,female,8,34.01990685676573,-84.29240389729057
"135 Ridge WAY Roswell, GA 30076",Dave Preston,male,9,34.01760006076532,-84.29468977159662
"415 Spring Ridge DR Roswell, GA 30076",Bebe Wallace,female,6,34.02109484733693,-84.29611806131356
"2412 Camden Glen CT Roswell, GA 30076",Librada Lopez,female,58,34.03025144485882,-84.28809673240009
"2638 Club Springs DR Roswell, GA 30076",Barton Bray,male,33,34.02145224893652,-84.28397512413483
"716 Wood Valley TRCE Roswell, GA 30076",Andre Frazier,male,41,34.02286732668825,-84.29645926701848
"2246 Roxburgh DR Roswell, GA 30076",Fredia Cash,female,11,34.02462002675533,-84.28596328610351
"2501 Camden Glen CT Roswell, GA 30076",Theo Williamson,female,35,34.03126757134841,-84.28656978815052
"116 Ridge WAY Roswell, GA 30076",Lynsey Larson,female,17,34.018132896663154,-84.29519643105641
"201 Spring Ridge DR Roswell, GA 30076",Lance Castro,male,22,34.02073848780305,-84.29384103659086
"638 Wood Valley TRCE Roswell, GA 30076",Esteban Cortez,male,60,34.022260148545215,-84.2980310540582
"528 Spring Ridge DR Roswell, GA 30076",Michel Robinson,male,57,34.02228108747177,-84.29460607826036
"706 Springview CT Roswell, GA 30076",Argentina Blevins,female,8,34.01682277817581,-84.29697906590044
"1134 Atherton PARK Roswell, GA 30076",Ira Stone,male,41,34.02193802683359,-84.29060842414144
"434 Spring Ridge TRCE Roswell, GA 30076",Porfirio Leblanc,male,6,34.0177607977019,-84.29294472504367
"2429 Club Springs DR Roswell, GA 30076",Eliana Blackburn,female,51,34.02261985792185,-84.2862516792746
"2448 Roxburgh DR Roswell, GA 30076",Rebbeca Griffin,female,55,34.030377187824136,-84.28844582459601
"446 Spring Ridge DR Roswell, GA 30076",Chong Sexton,male,12,34.02169292648321,-84.295775969112
"119 Spring Ridge CT Roswell, GA 30076",Isidro Moody,male,60,34.02133492532507,-84.29406524982508
"377 Spring Ridge TRCE Roswell, GA 30076",Ilana Mack,female,55,34.01765992758996,-84.29173048005154
"749 Wood Valley TRCE Roswell, GA 30076",Garth Chaney,male,16,34.0223070544515,-84.2963819428887
"9933 Terrace Lake PT Roswell, GA 30076",Letty Hooper,female,36,34.02213698763046,-84.2811162405823
"544 Spring Ridge DR Roswell, GA 30076",Garry May,male,26,34.02226736208132,-84.2943418644943
"126 Lakeland WAY Roswell, GA 30076",Oscar Mercado,male,57,34.01975614608553,-84.29942365978457
"1115 Atherton PARK Roswell, GA 30076",Jeremy Reynolds,male,60,34.0219696258491,-84.29044454686125
"117 Ridge WAY Roswell, GA 30076",Layla Aguirre,female,55,34.01809468857195,-84.29530680998654
"2421 Club Springs DR Roswell, GA 30076",Refugio Morin,female,63,34.022644060419175,-84.28627811094933
"2455 Roxburgh DR Roswell, GA 30076",Lien Dale,female,60,34.03070183873858,-84.28861204555919
"118 Spring Ridge TRCE Roswell, GA 30076",Maira Hubbard,female,19,34.01977289939033,-84.29300859862072
"103 Camellia WAY Roswell, GA 30076",Pamelia Blevins,female,44,34.02080828302374,-84.29290311511224
"2544 Camden Glen CT Roswell, GA 30076",Clark Cote,male,40,34.03222868707288,-84.28659353438168
"604 Wood Valley TRCE Roswell, GA 30076",Jayson Simmons,male,63,34.0215864971411,-84.29830103778744
"1348 Atherton PARK Roswell, GA 30076",Logan Boyle,male,39,34.021544104404114,-84.29004896972543
"242 Spring Ridge DR Roswell, GA 30076",Annamae O'donnell,female,58,34.01968764160464,-84.2943273740132
"2421 Camden Glen CT Roswell, GA 30076",Yan Armstrong,female,26,34.03014001983221,-84.2878957155036
"2413 Camden Glen CT Roswell, GA 30076",Merilyn Kirkland,female,59,34.030114069287265,-84.28808710077259
"216 Spring Ridge DR Roswell, GA 30076",Shad Rush,male,66,34.02032003560077,-84.29399411536471
"9906 Fairway Village DR Roswell, GA 30076",Erline Nash,female,23,34.02300058935132,-84.28716070204571
"2536 Camden Glen CT Roswell, GA 30076",Kayleigh Figueroa,female,45,34.03213910838732,-84.2866260236657
"10038 Fairway Village DR Roswell, GA 30076",Lasonya Gallegos,female,44,34.024500987972175,-84.28876411988277
"2590 Club Springs DR Roswell, GA 30076",Marlana Burton,female,29,34.02152635250147,-84.28376983334287
"231 Spring Ridge CT Roswell, GA 30076",Elli Combs,female,5,34.020494796331526,-84.29533273317534
"9715 Terrace Lake PT Roswell, GA 30076",Danilo Stout,male,5,34.02130504174447,-84.28266905497506
"1138 Atherton PARK Roswell, GA 30076",Fermina York,female,21,34.02189983090274,-84.29062490870106
"741 Wood Valley TRCE Roswell, GA 30076",Khadijah Nguyen,female,25,34.02245847756301,-84.29629626928616
"822 Lake Forest PASS Roswell, GA 30076",Georgianne Whitaker,female,16,34.020257677883805,-84.29949295642649
"343 Spring Ridge TRCE Roswell, GA 30076",Earle Bird,male,36,34.01757154696758,-84.29088935239079
"2311 Roxburgh DR Roswell, GA 30076",Timothy Albert,male,56,34.02670314699317,-84.28745644217227
"2443 Club Springs DR Roswell, GA 30076",Ricardo Guerrero,male,21,34.02257750355151,-84.28620542384384
"2536 Roxburgh DR Roswell, GA 30076",Bertram Newman,male,19,34.03290165708929,-84.28847615440563
"533 Spring Ridge DR Roswell, GA 30076",Karena Herman,female,5,34.022140655235646,-84.29456046885714
"2418 Camden Glen CT Roswell, GA 30076",Azucena Sanchez,female,26,34.030271506626256,-84.28794877686522
"1207 Atherton PARK Roswell, GA 30076",Wilbert Nielsen,male,66,34.02120384453222,-84.29079704190069
"721 Springview CT Roswell, GA 30076",Salome Holden,female,49,34.016379770237506,-84.29744691412733
"224 Spring Ridge TRCE Roswell, GA 30076",Rea Lynn,female,45,34.019885346677974,-84.29011889293547
"10014 Fairway Village DR Roswell, GA 30076",Marcelino Mays,male,6,34.02383787725073,-84.28850886387282
"9938 Terrace Lake PT Roswell, GA 30076",Aundrea Myers,female,8,34.02251849956916,-84.28121931001817
"2402 Roxburgh DR Roswell, GA 30076",Elmer Larson,male,13,34.02888488951755,-84.2884577344751
"539 Ridgemont DR Roswell, GA 30076",Bill Carlson,male,24,34.01714881180574,-84.29785525650827
"452 Spring Ridge DR Roswell, GA 30076",Zada Watkins,female,27,34.021760269220685,-84.2957184019332
"118 Spring Ridge CT Roswell, GA 30076",Ed Holland,male,24,34.0211992298679,-84.29408596668877
"423 Spring Ridge DR Roswell, GA 30076",Andrea Albert,male,48,34.02117414228663,-84.29602271954866
"2415 Club Springs DR Roswell, GA 30076",Bernie Watts,female,43,34.02266221229218,-84.28629793470537
"412 Spring Ridge TRCE Roswell, GA 30076",Modesto Justice,male,31,34.01748501702382,-84.29249545749036
"142 Spring Ridge TRCE Roswell, GA 30076",Jerrold Kent,male,31,34.019934395000355,-84.29231525859791
"1105 Atherton PARK Roswell, GA 30076",Giovanni Gould,male,32,34.02192901655264,-84.29033287129599
"232 Spring Ridge CT Roswell, GA 30076",Vinnie Gomez,female,18,34.02041587971353,-84.29523991101146
"639 Ridgemont DR Roswell, GA 30076",Rueben Cantu,male,46,34.01885583588031,-84.29830265925304
"317 Spring Ridge DR Roswell, GA 30076",Natisha Griffin,female,22,34.01860078939485,-84.29606907758435
"646 Springview CT Roswell, GA 30076",Daniell Mckay,female,11,34.01780583093739,-84.29700151157691
"740 Lake Forest PASS Roswell, GA 30076",Vince Bright,male,32,34.02172159838999,-84.29941006047684
"1102 Atherton PARK Roswell, GA 30076",Elliott Rich,male,26,34.02204732292918,-84.29026456227899
"378 Spring Ridge DR Roswell, GA 30076",Hilde Stephens,female,56,34.020265050177585,-84.29673709339103
"326 Spring Ridge TRCE Roswell, GA 30076",Kanesha Stanton,female,66,34.01748807865226,-84.29043109746426
"10044 Fairway Village DR Roswell, GA 30076",Grant Sweeney,male,23,34.02466676565253,-84.28882793388523
"403 Spring Ridge TRCE Roswell, GA 30076",Brandon Espinoza,male,35,34.01761387567249,-84.29236995522055
"315 Spring Ridge DR Roswell, GA 30076",Margarite Ferrell,female,62,34.01860606691081,-84.29626762877264
"2458 Roxburgh DR Roswell, GA 30076",Minta Todd,female,46,34.030667606544775,-84.28850978586185
"504 Spring Ridge DR Roswell, GA 30076",Dinorah Long,female,22,34.02221223067402,-84.29502288989697
"126 Ridge WAY Roswell, GA 30076",Fumiko Workman,female,20,34.017904001880694,-84.29501545341246
"1300 Atherton PARK Roswell, GA 30076",Del Weber,male,40,34.02140970024242,-84.29013332359071
"9907 Fairway Village DR Roswell, GA 30076",Bradly Bryant,male,26,34.02307847411995,-84.28706588580566
"143 Spring Ridge CT Roswell, GA 30076",Charis Torres,female,51,34.021357590327355,-84.29444948720884
"728 Wood Valley TRCE Roswell, GA 30076",Tianna Avila,female,49,34.02267742912753,-84.2963469540961
"2403 Camden Glen CT Roswell, GA 30076",Francene Lowe,female,23,34.03008163110608,-84.28832633235879
"2504 Club Springs DR Roswell, GA 30076",Lucien Gray,male,46,34.022356449267484,-84.28581198414213
"230 Spring Ridge CT Roswell, GA 30076",Avril Dejesus,female,61,34.020439421336015,-84.29522752068384
"268 Spring Ridge DR Roswell, GA 30076",Buster Morris,male,56,34.01905134381188,-84.29470033080156
"9943 Terrace Lake PT Roswell, GA 30076",Ligia Booth,female,67,34.02213970118971,-84.28109364242738
"147 Spring Ridge CT Roswell, GA 30076",Glynis Serrano,female,41,34.021349462290715,-84.29451044748366
"705 Wood Valley TRCE Roswell, GA 30076",Cary Anderson,male,15,34.02298333475653,-84.29645402065913
"351 Spring Ridge DR Roswell, GA 30076",Sarai Koch,female,24,34.01932303638725,-84.29692319097293
"612 Springview CT Roswell, GA 30076",Amberly Cox,female,56,34.01848186547793,-84.29683940996745
"138 Ridge WAY Roswell, GA 30076",Willia Huber,female,56,34.01771668872831,-84.29471843116373
"9905 Fairway Village DR Roswell, GA 30076",Patricia Pierce,male,48,34.023062099581416,-84.28705243529187
"436 Spring Ridge TRCE Roswell, GA 30076",Jinny Coleman,female,5,34.017815143544304,-84.29297869119517
"630 Wood Valley TRCE Roswell, GA 30076",Evita Lowe,female,65,34.022129158020704,-84.29816991846756
"547 Spring Ridge DR Roswell, GA 30076",Wilford Best,male,29,34.022128499059036,-84.29432646245763
"1236 Atherton PARK Roswell, GA 30076",Serafina Griffin,female,18,34.02102223045659,-84.29060389983391
"1128 Atherton PARK Roswell, GA 30076",Jackie Rodgers,male,69,34.021995320729864,-84.290583697302
"525 Ridgemont DR Roswell, GA 30076",Jeni Vang,female,60,34.01721036773625,-84.29788877436658
"1314 Atherton PARK Roswell, GA 30076",Randee Riley,female,23,34.02136226343585,-84.29012430384087
"2610 Camden Glen CT Roswell, GA 30076",Ellan Puckett,female,44,34.03258953124804,-84.28599233042868
"716 Lake Forest PASS Roswell, GA 30076",Bruno Davis,male,12,34.022246310431825,-84.29994473100713
"9725 Terrace Lake PT Roswell, GA 30076",Yukiko Morse,female,39,34.02121685483874,-84.28244352256371
"810 Lake Forest PASS Roswell, GA 30076",Kasey Calhoun,male,56,34.01996869276926,-84.29928968093961
"141 Ridge WAY Roswell, GA 30076",Sylvester Dyer,male,69,34.01757142774704,-84.29472550359311
"2207 Roxburgh DR Roswell, GA 30076",Trey Whitney,male,50,34.02319460722336,-84.28667195253409
"10000 Fairway Village DR Roswell, GA 30076",Lang Flynn,female,5,34.023576237941604,-84.28807450024819
"505 Spring Ridge DR Roswell, GA 30076",Val Tate,male,59,34.02208219749777,-84.29498750389935
"271 Spring Ridge TRCE Roswell, GA 30076",Keneth Rosa,male,36,34.018640630511015,-84.29019409876523
"2527 Club Springs DR Roswell, GA 30076",Loren Ayala,male,18,34.021788378747296,-84.28563784702315
"301 Spring Ridge TRCE Roswell, GA 30076",Erik Mccormick,male,54,34.01795439449645,-84.29021625397654
"536 Spring Ridge DR Roswell, GA 30076",Owen Jacobson,male,33,34.022274224776545,-84.29447397137733
"9929 Fairway Village DR Roswell, GA 30076",Chester Preston,male,61,34.023260266475184,-84.28721654735729
"638 Ridgemont DR Roswell, GA 30076",Daniel Shaffer,male,17,34.018765255894664,-84.29821601752765
"605 Ridgemont DR Roswell, GA 30076",Antony Mccall,male,23,34.01874134055625,-84.29837367793851
"207 Spring Ridge TRCE Roswell, GA 30076",Justa Frederick,female,22,34.019973916721504,-84.29040585194299
"9902 Terrace Lake PT Roswell, GA 30076",Valrie Cleveland,female,31,34.02242020762795,-84.2813330459782
"807 Lake Forest PASS Roswell, GA 30076",Moises Slater,male,44,34.02038296055686,-84.29979473680224
"2440 Roxburgh DR Roswell, GA 30076",Antwan Grimes,male,25,34.02986465973222,-84.28837153534566
"835 Lake Forest PASS Roswell, GA 30076",Cher Alvarez,female,43,34.020008072492985,-84.2994564104468
"1132 Atherton PARK Roswell, GA 30076",Yessenia Moses,female,35,34.021957124799016,-84.29060018186163
"2412 Roxburgh DR Roswell, GA 30076",Lacy O'neil,male,42,34.0291948651994,-84.28840011079065
"414 Spring Ridge DR Roswell, GA 30076",Wallace Morrow,male,27,34.02111807325927,-84.29621436663727
"10005 Fairway Village DR Roswell, GA 30076",Johnny Morton,male,41,34.02366091369947,-84.28800594809283
"801 Lake Forest PASS Roswell, GA 30076",Warner Merritt,male,53,34.020460723754624,-84.29987249999998
"729 Lake Forest PASS Roswell, GA 30076",Peter Dejesus,male,67,34.02200220764972,-84.29968983276856
"2305 Roxburgh DR Roswell, GA 30076",Deshawn Russo,male,22,34.02659613263913,-84.28716949907637
"2514 Club Springs DR Roswell, GA 30076",Pedro Ewing,male,51,34.02213570521606,-84.28567249844521
"2435 Club Springs DR Roswell, GA 30076",Russel Tyson,male,35,34.02260170604885,-84.28623185551857
"2542 Club Springs DR Roswell, GA 30076",Dallas Beasley,male,45,34.02150976187409,-84.28539668383931
"749 Springview CT Roswell, GA 30076",Un Benton,female,15,34.01627328471105,-84.29775695607657
"2502 Camden Glen CT Roswell, GA 30076",Linh Greene,female,17,34.03139099221199,-84.286665879188
"519 Ridgemont DR Roswell, GA 30076",Anibal Banks,male,27,34.0168741776369,-84.29758865708652
"345 Spring Ridge DR Roswell, GA 30076",Norman Clayton,male,41,34.019319802671774,-84.29695265165347
"413 Spring Ridge TRCE Roswell, GA 30076",Cassondra Howell,female,63,34.01762797070948,-84.29254341575374
"636 Wood Valley TRCE Roswell, GA 30076",Clarence Mccormick,male,59,34.022225498495104,-84.29806859161248
"347 Spring Ridge DR Roswell, GA 30076",Wiley Foreman,male,11,34.01921024190044,-84.296871305509
"524 Spring Ridge DR Roswell, GA 30076",Roger Howard,male,19,34.02227735016715,-84.29468514168946
"2221 Roxburgh DR Roswell, GA 30076",Chris Workman,male,62,34.023889873762,-84.28611046625572
"512 Spring Ridge DR Roswell, GA 30076",Lilliam Malone,female,22,34.02224900165004,-84.29488074645752
"2360 Roxburgh DR Roswell, GA 30076",Jared Valdez,male,26,34.027558999529795,-84.28848821854426
"143 Camellia WAY Roswell, GA 30076",Ken Hatfield,male,19,34.020779724334105,-84.29323510987922
"9765 Terrace Lake PT Roswell, GA 30076",Shirleen Dodson,female,25,34.02154421732354,-84.28306215693357
"125 Camellia WAY Roswell, GA 30076",Jaquelyn Meyers,female,24,34.020792575744444,-84.29308571223406
"127 Spring Ridge TRCE Roswell, GA 30076",Raeann Mcpherson,female,47,34.019740347388115,-84.2924836643392
"106 Spring Ridge DR Roswell, GA 30076",Isreal Skinner,male,16,34.023176663351784,-84.29238648821405
"611 Ridgemont DR Roswell, GA 30076",Joane Sutton,female,43,34.018316253033,-84.29842693638794
"145 Ridge WAY Roswell, GA 30076",Logan Hicks,male,34,34.017489546742624,-84.293892
"121 Spring Ridge DR Roswell, GA 30076",Laurence Mayer,male,43,34.02270579296345,-84.2928564287247
"821 Lake Forest PASS Roswell, GA 30076",Luis Mills,female,31,34.02021418007608,-84.29961203397245
"1208 Atherton PARK Roswell, GA 30076",Boris Dunlap,male,68,34.02123140211287,-84.2909133884946
"2220 Roxburgh DR Roswell, GA 30076",Cecille Barr,female,68,34.02424940437999,-84.28596981995538
"2442 Roxburgh DR Roswell, GA 30076",Royce Massey,female,60,34.03020293659176,-84.28840744783649
"169 Spring Ridge DR Roswell, GA 30076",Major Blackwell,male,49,34.02147083688977,-84.2936923691549
"838 Lake Forest PASS Roswell, GA 30076",Whitney Flynn,male,7,34.020041100270944,-84.29931607264605
"9928 Terrace Lake PT Roswell, GA 30076",Taunya Marshall,female,45,34.022503433290744,-84.2812513258598
"2301 Roxburgh DR Roswell, GA 30076",Phil Mcdaniel,male,45,34.02649593334854,-84.28710811780168
"1242 Atherton PARK Roswell, GA 30076",Domingo Brady,male,17,34.02100147953885,-84.29053516241888
"9718 Terrace Lake PT Roswell, GA 30076",Emanuel Grant,male,40,34.02116926765748,-84.28268752978376
"2512 Roxburgh DR Roswell, GA 30076",Rosann Dominguez,female,38,34.032235631671035,-84.28865865827386
"2243 Roxburgh DR Roswell, GA 30076",Ray Palmer,male,66,34.02466643376335,-84.28608555186612
"2390 Roxburgh DR Roswell, GA 30076",Cyndy Frank,female,50,34.02833439855161,-84.28857853534566
"209 Spring Ridge DR Roswell, GA 30076",Ilana Harmon,female,49,34.0205675136494,-84.29394052126882
"629 Springview CT Roswell, GA 30076",Fe Nash,female,26,34.01807710180399,-84.29704210202625
"1332 Atherton PARK Roswell, GA 30076",Von Thornton,male,6,34.02145853218375,-84.29008442107387
"2249 Roxburgh DR Roswell, GA 30076",Claretha Mccarthy,female,43,34.02488163019199,-84.28612308612693
"9714 Terrace Lake PT Roswell, GA 30076",Arthur Potts,female,59,34.021161837583854,-84.28265347527963
"237 Spring Ridge TRCE Roswell, GA 30076",Solomon Chaney,male,20,34.01943198337286,-84.29014266082923
"128 Lakeland WAY Roswell, GA 30076",Lynsey Sparks,female,11,34.01974812626152,-84.2994308776262
"107 Lakeland WAY Roswell, GA 30076",Elane Calderon,female,25,34.01975361268435,-84.29925955732253
"105 Spring Ridge TRCE Roswell, GA 30076",Tashia Cotton,female,50,34.019754790986354,-84.29365684707712
